sample	bigwigPath	Group_label	strand
NA19236_naRNAseq	../code/rna_seq/bigwigs/unstranded/NA19236_naRNAseq.bw	FairAndGEUVADIS_naRNA_vs_SteadyState.NMD_enriched	.
NA19247_naRNAseq	../code/rna_seq/bigwigs/unstranded/NA19247_naRNAseq.bw	FairAndGEUVADIS_naRNA_vs_SteadyState.NMD_enriched	.
NA19257_naRNAseq	../code/rna_seq/bigwigs/unstranded/NA19257_naRNAseq.bw	FairAndGEUVADIS_naRNA_vs_SteadyState.NMD_enriched	.
SRR2044115	../code/rna_seq/bigwigs/unstranded/SRR2044115.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044124	../code/rna_seq/bigwigs/unstranded/SRR2044124.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044116	../code/rna_seq/bigwigs/unstranded/SRR2044116.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044125	../code/rna_seq/bigwigs/unstranded/SRR2044125.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044117	../code/rna_seq/bigwigs/unstranded/SRR2044117.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044126	../code/rna_seq/bigwigs/unstranded/SRR2044126.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044118	../code/rna_seq/bigwigs/unstranded/SRR2044118.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044127	../code/rna_seq/bigwigs/unstranded/SRR2044127.bw	Floor_LightPolysome_vs_HeavyPolysome.Control	.
SRR2044111	../code/rna_seq/bigwigs/unstranded/SRR2044111.bw	Floor_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR2044120	../code/rna_seq/bigwigs/unstranded/SRR2044120.bw	Floor_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR2044112	../code/rna_seq/bigwigs/unstranded/SRR2044112.bw	Floor_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR2044121	../code/rna_seq/bigwigs/unstranded/SRR2044121.bw	Floor_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR2044113	../code/rna_seq/bigwigs/unstranded/SRR2044113.bw	Floor_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR2044122	../code/rna_seq/bigwigs/unstranded/SRR2044122.bw	Floor_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282952	../code/rna_seq/bigwigs/unstranded/SRR26282952.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282953	../code/rna_seq/bigwigs/unstranded/SRR26282953.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282954	../code/rna_seq/bigwigs/unstranded/SRR26282954.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282946	../code/rna_seq/bigwigs/unstranded/SRR26282946.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282947	../code/rna_seq/bigwigs/unstranded/SRR26282947.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282948	../code/rna_seq/bigwigs/unstranded/SRR26282948.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282943	../code/rna_seq/bigwigs/unstranded/SRR26282943.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282944	../code/rna_seq/bigwigs/unstranded/SRR26282944.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282945	../code/rna_seq/bigwigs/unstranded/SRR26282945.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282949	../code/rna_seq/bigwigs/unstranded/SRR26282949.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282950	../code/rna_seq/bigwigs/unstranded/SRR26282950.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282951	../code/rna_seq/bigwigs/unstranded/SRR26282951.bw	Ritter.ESCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282940	../code/rna_seq/bigwigs/unstranded/SRR26282940.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282941	../code/rna_seq/bigwigs/unstranded/SRR26282941.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282942	../code/rna_seq/bigwigs/unstranded/SRR26282942.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282934	../code/rna_seq/bigwigs/unstranded/SRR26282934.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282935	../code/rna_seq/bigwigs/unstranded/SRR26282935.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282936	../code/rna_seq/bigwigs/unstranded/SRR26282936.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.Control	.
SRR26282931	../code/rna_seq/bigwigs/unstranded/SRR26282931.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282932	../code/rna_seq/bigwigs/unstranded/SRR26282932.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282933	../code/rna_seq/bigwigs/unstranded/SRR26282933.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282937	../code/rna_seq/bigwigs/unstranded/SRR26282937.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282938	../code/rna_seq/bigwigs/unstranded/SRR26282938.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
SRR26282939	../code/rna_seq/bigwigs/unstranded/SRR26282939.bw	Ritter.NPCLightPolysome_vs_HeavyPolysome.NMD_enriched	.
UnpubPolysomeProfiling_15	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_15.bw	SaraUnpublishedPolysomeProfiling_FreeRNA_vs_HeavyPolysome.Control	.
UnpubPolysomeProfiling_14	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_14.bw	SaraUnpublishedPolysomeProfiling_FreeRNA_vs_HeavyPolysome.Control	.
UnpubPolysomeProfiling_7	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_7.bw	SaraUnpublishedPolysomeProfiling_FreeRNA_vs_HeavyPolysome.NMD_enriched	.
UnpubPolysomeProfiling_11	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_11.bw	SaraUnpublishedPolysomeProfiling_FreeRNA_vs_HeavyPolysome.NMD_enriched	.
UnpubPolysomeProfiling_15	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_15.bw	SaraUnpublishedPolysomeProfiling_LightPolysome_vs_HeavyPolysome.Control	.
UnpubPolysomeProfiling_14	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_14.bw	SaraUnpublishedPolysomeProfiling_LightPolysome_vs_HeavyPolysome.Control	.
UnpubPolysomeProfiling_9	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_9.bw	SaraUnpublishedPolysomeProfiling_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
UnpubPolysomeProfiling_13	../code/rna_seq/bigwigs/unstranded/UnpubPolysomeProfiling_13.bw	SaraUnpublishedPolysomeProfiling_LightPolysome_vs_HeavyPolysome.NMD_enriched	.
